WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
lighter__a,0.017836408,-0.038813253,0.066934502,0.066236008,-0.00568038,lighter,a,Gustatory,yes,no
abduct__v,0.010016297,0.037292395,0,0,0.008517801,abduct,v,Auditory,yes,no
tiara__n,0.037292494,0,0.04207089,0,0.007894618,tiara,n,Gustatory,yes,no
governance__n,-0.018191324,0.013397826,0.01672681,0,-0.053945321,governance,n,Gustatory,yes,no
primal__a,-0.024927505,-0.020152959,0.009446624,0,0.01320358,primal,a,Haptic,yes,no
chiffon__n,0.031690925,0,0.115992891,0,0,chiffon,n,Gustatory,yes,no
chiffon__a,0.048804027,0,0.083178156,0,0,chiffon,a,Gustatory,yes,no
list__v,-0.039487665,-0.042165855,0.017433523,0,-0.069742974,list,v,Gustatory,yes,no
list__n,0.004678995,-0.052876097,-0.028412966,0.001563103,-0.063397601,list,n,Visual,no,no
northward__a,0.01954918,0.058398498,0,0,0.018160317,northward,a,Auditory,yes,no
untrained__a,0,-0.005317779,0,0,0.003300023,untrained,a,Haptic,no,no
pesky__a,-0.00173857,-0.057825273,-0.0150312,0,0.037335375,pesky,a,Haptic,yes,no
avoidance__n,0,0.052529479,0,0,0.048097281,avoidance,n,Auditory,yes,no
northward__r,-0.020816569,0,0,0,0.00492972,northward,r,Haptic,no,no
rendition__n,-0.009359594,0.000525255,0.065109639,0,-0.023648476,rendition,n,Gustatory,yes,no
debtor__n,0,0,0,0,0.026725755,debtor,n,Haptic,yes,no
pessimist__n,0,0,0,0,0.038184947,pessimist,n,Haptic,yes,no
land-based__a,0,0.006106793,0,0,0,land-based,a,Auditory,no,no
clinch__n,0.050788395,-0.000758181,0,0,0.037651316,clinch,n,Visual,yes,no
distraught__a,0.005059015,-0.052906658,0,0,-0.009416311,distraught,a,Visual,no,no
smirk__n,0.004688885,-0.005317779,0.066267697,0,0,smirk,n,Gustatory,yes,no
astronomy__n,0.068532152,-0.020152959,-0.037149726,0,0,astronomy,n,Visual,yes,no
dealer__n,-0.020380489,-0.008114254,-0.055553285,0,-0.002377527,dealer,n,Olfactory,no,no
aerial__a,0.000434444,0.022757294,-0.021833586,0,-0.001109019,aerial,a,Auditory,yes,no
heartland__n,-0.068030085,-0.006109499,-0.00947443,0,0.093706183,heartland,n,Haptic,yes,no
clinch__v,-0.065889959,-0.071953041,-0.052670058,0,0.131713351,clinch,v,Haptic,yes,no
ahold__n,0,0.064473463,0,0,0.052371023,ahold,n,Auditory,yes,no
speak__n,-0.010148809,0.050058542,0,0,0,speak,n,Auditory,yes,no
scuffle__v,0,0.006106793,0,0.15932993,0.035349703,scuffle,v,Olfactory,yes,no
scuffle__n,-0.007452859,0,0.02533455,0,0,scuffle,n,Gustatory,yes,no
posturing__n,-0.014870911,-0.025155275,0,0,0,posturing,n,Gustatory,no,no
semen__n,-0.005076613,0,0,0,0,semen,n,Auditory,no,no
speak__v,-0.063282691,0.160534193,-0.087179048,-0.091772222,-0.079805415,speak,v,Auditory,yes,no
demographic__n,0.047609083,-0.044674289,0.035415403,0,0,demographic,n,Visual,yes,no
journey__n,0.015838643,-0.045037817,-0.0132484,0,-0.026349141,journey,n,Visual,yes,no
demographic__a,-0.032917728,-0.010593758,-0.059142245,0,0.022797747,demographic,a,Haptic,yes,no
pancreas__n,-0.007452859,0,0.091967017,0,-0.008841722,pancreas,n,Gustatory,yes,no
robot__n,0.023063143,-0.061059974,-0.076262316,0,0.018180935,robot,n,Visual,yes,no
urban__a,0.023703652,-0.044625947,-0.011508943,0,-0.033753872,urban,a,Visual,yes,no
journey__v,0,0,0,0,0.035349703,journey,v,Haptic,yes,no
tease__v,-0.039273289,0.03549174,0.008687976,0,-0.028186088,tease,v,Auditory,yes,no
board__v,-0.0112127,0.008341115,-0.037689216,0,-0.042157696,board,v,Auditory,no,no
board__n,-0.019375475,0.017099666,-0.051540634,-0.041601665,-0.01330556,board,n,Auditory,yes,no
one-tenth__n,0.020495246,0,0,0,-0.001025629,one-tenth,n,Visual,yes,no
pounce__v,0.0049158,0,0.039289929,0,-0.042860269,pounce,v,Gustatory,yes,no
unhinge__v,0.044571335,0,0,0,-0.005035245,unhinge,v,Visual,yes,no
tease__n,-0.012550576,0,-0.006426315,0,0.046723491,tease,n,Haptic,yes,no
sickness__n,0.054657611,-0.061473241,0,0,-0.033587702,sickness,n,Visual,yes,no
insufficiently__r,0.0495764,0,0.098701613,0,0,insufficiently,r,Gustatory,yes,no
well-fed__a,0.055443772,0,0,0,0,well-fed,a,Visual,yes,no
bloodbath__n,0.065402407,0,0,0,0,bloodbath,n,Visual,yes,no
authoritative__a,0.020091697,0,0.02533455,0,0,authoritative,a,Gustatory,yes,no
ascent__n,0.035495347,-0.085496617,0.032864209,0,-0.076878815,ascent,n,Visual,yes,no
skeletal__a,-0.005846699,-0.035705861,0.05849205,0,0,skeletal,a,Gustatory,yes,no
surreal__a,0.047680603,-0.073066441,-0.061492788,0,-0.001916759,surreal,a,Visual,yes,no
swathe__v,0,0,0.128981688,0,0,swathe,v,Gustatory,yes,no
pr__a,-0.034560831,-0.070636322,0,0,-0.06201852,pr,a,Gustatory,no,no
nutshell__n,0,-0.000723183,0,0,0.035865088,nutshell,n,Haptic,yes,no
well-publicized__a,0.039664066,0,0,0,0.001887293,well-publicized,a,Visual,yes,no
panache__n,-0.003646382,0,0,0,0.085528237,panache,n,Haptic,yes,no
sentiment__n,-0.00783378,0.021678759,-0.061676438,0,-0.022310746,sentiment,n,Auditory,yes,no
fend__v,-0.110039141,-0.022094519,0.016601512,0,-0.086768901,fend,v,Gustatory,yes,no
continues__n,0.079359376,0,0,0,0,continues,n,Visual,yes,no
pumpkin-picker__n,0,0,0,0,0.097257348,pumpkin-picker,n,Haptic,yes,no
moisten__v,-0.009496001,0,0.11761915,0.187312848,-0.010975121,moisten,v,Olfactory,yes,no
georgia-lsu__a,0.055443772,0,0.088231181,0,0,georgia-lsu,a,Gustatory,yes,no
collard__a,0.025343722,0,0.141657451,0,0,collard,a,Gustatory,yes,no
fixed__a,-0.04230494,-0.025200483,0,0,0.063694526,fixed,a,Haptic,yes,no
stewarts__n,0.004688885,0,0,0,0.031142986,stewarts,n,Haptic,yes,no
pretension__n,0,-0.038389863,0.006475195,0,0,pretension,n,Gustatory,no,no
divine__a,-0.007184742,-0.001868029,-0.020857094,0,-7.39E-05,divine,a,Olfactory,no,no
pioneer__v,-0.049066806,-0.059557735,-0.014692677,0,-0.002236956,pioneer,v,Olfactory,no,no
wheat__n,-0.054094292,-0.098812902,0.188783989,-0.001620948,-0.050326643,wheat,n,Gustatory,yes,no
unwilling__a,-0.0261952,-0.021194902,0.047230493,0,-0.019250093,unwilling,a,Gustatory,yes,no
divisional__a,-0.036126981,0,0.137670453,0,-0.023163167,divisional,a,Gustatory,yes,no
poverty__n,0.003971883,-0.00926402,-0.085471333,-0.044797029,-0.045977466,poverty,n,Visual,no,no
self-confident__a,0.101150279,0,0,0,0,self-confident,a,Visual,yes,no
intravenous__a,-0.014469367,0.002596109,0,0,-0.015858229,intravenous,a,Auditory,no,no
pioneer__n,0.014416381,-0.006065991,-0.034467858,0,-0.048876172,pioneer,n,Visual,yes,no
grant__v,-0.049970749,-0.021125176,-0.058964694,0,-0.020445926,grant,v,Olfactory,no,no
tough-on-crime__a,0.070896418,0,0.106271986,0,0,tough-on-crime,a,Gustatory,yes,no
grant__n,0.028543252,-0.011558655,-0.065870117,0,-0.042306523,grant,n,Visual,yes,no
revere__v,0.017207502,-0.04133451,0,0,-0.058602632,revere,v,Visual,yes,no
smoothie__n,0.014218718,0.032080327,0,0,0.078649691,smoothie,n,Haptic,yes,no
hijack__v,0,0.007837094,0.016582149,0,-0.045043914,hijack,v,Gustatory,yes,no
play-action__a,-0.007452859,0.009807334,0.053789002,0,0.055569763,play-action,a,Haptic,yes,no
infatuation__n,0.023466676,0,0,0,0.001887293,infatuation,n,Visual,yes,no
irksome__a,0.088953885,0,0,0,0,irksome,a,Visual,yes,no
hard-core__a,-0.034560831,-0.025660528,0.035334467,0.10975375,-0.035988237,hard-core,a,Olfactory,yes,no
part-time__r,0,0,0,0,0.087518751,part-time,r,Haptic,yes,no
language__n,-0.024808588,0.019318154,-0.024828264,-0.060813164,-0.060738074,language,n,Auditory,yes,no
disapproval__n,0.042816718,0.03215976,0,0,0,disapproval,n,Visual,yes,no
part-time__a,-0.045689486,-0.011105967,-0.057498432,0,0.032803189,part-time,a,Haptic,yes,no
hue__n,0.122097926,-0.038906805,-0.020351137,0.026803108,-0.058003497,hue,n,Visual,yes,no
borrower__n,0.034914226,-0.070636322,-0.027842249,0,-0.035988237,borrower,n,Visual,yes,no
physics__n,-0.035776086,-0.007709704,-0.081534602,0,-0.024059538,physics,n,Olfactory,no,no
nasty__a,-0.029986385,-0.035417714,0.155453163,-0.040695217,0.007386811,nasty,a,Gustatory,yes,no
foul-smelling__a,0.088974827,0,0.071494841,0,0,foul-smelling,a,Visual,yes,no
accordance__n,-0.007659687,-0.044461563,0,0,0.040264407,accordance,n,Haptic,yes,no
allocation__n,-0.021394258,-0.031678621,0.012303047,0,0,allocation,n,Gustatory,yes,no
tram__n,-0.014469367,0,0.06759871,0,-0.015858229,tram,n,Gustatory,yes,no
engrave__v,0,0,0.064478334,0,0.030302062,engrave,v,Gustatory,yes,no
ready-to-go__a,0,0,0.118431102,0,0,ready-to-go,a,Gustatory,yes,no
frustrating__a,-0.020481146,0.022794006,0.015860577,-0.017412659,0.010758727,frustrating,a,Auditory,yes,no
latin__a,-0.048668149,-0.019675253,-0.036494869,0.013499731,-0.050287848,latin,a,Olfactory,yes,no
recruit__v,-0.014647219,0.001735323,-0.043129753,0,-0.078025884,recruit,v,Auditory,no,no
recruit__n,-0.042566944,-0.037839141,-0.039563941,0,-0.021228539,recruit,n,Olfactory,no,no
wartime__a,-0.025421498,-0.035705861,0,0,0,wartime,a,Gustatory,no,no
flashlight__n,0.03053796,-0.065444456,-0.022650382,0,-0.011182553,flashlight,n,Visual,yes,no
chaste__a,0.113130118,0,0,0,0,chaste,a,Visual,yes,no
cyclone__n,0,-0.048184556,-0.031091441,0,0.061378787,cyclone,n,Haptic,yes,no
fundamentally__r,-0.03537829,0.044152663,0.011197349,0,-0.007975629,fundamentally,r,Auditory,yes,no
bare__a,0.019810927,-0.079359304,0.016170814,0.044852733,0.022731269,bare,a,Olfactory,yes,no
travelers__n,0,0.07116539,0,0,-0.019107421,travelers,n,Auditory,yes,no
two-run__a,-0.080274552,-0.104107309,-0.003486823,0,0.09052913,two-run,a,Haptic,yes,no
collaboration__n,-0.001337042,-0.040736029,-0.082059075,0,-0.007898559,collaboration,n,Olfactory,no,no
so-so__a,0.067011576,0.006106793,0,0,0.051735155,so-so,a,Visual,yes,no
diversion__n,-0.018506727,-0.014998746,0.017930382,0,0.041498325,diversion,n,Haptic,yes,no
cambridge-based__a,0,0,0,0,0.087518751,cambridge-based,a,Haptic,yes,no
guess-work__n,0.048804027,0,0.138263485,0,0,guess-work,n,Gustatory,yes,no
co-wrote__v,0,0.069471853,0,0,0,co-wrote,v,Auditory,yes,no
postponement__n,0,-0.016337628,0,0,-0.026848903,postponement,n,Visual,no,no
roto-rooter__v,0,0,0.107462243,0,0.070175186,roto-rooter,v,Gustatory,yes,no
class__n,0.000895748,-0.026322027,-0.009725822,-0.056089427,-0.021901318,class,n,Visual,no,no
tapered__a,0,0,0.118177881,0,0,tapered,a,Gustatory,yes,no
further__r,0.008377073,-0.01544654,-0.03505581,0,-0.003792641,further,r,Visual,no,no
up-to-date__a,0,-0.009882586,0,0,0,up-to-date,a,Visual,no,no
alienated__a,0.038532181,-0.030199237,-0.000443138,0,0.002911701,alienated,a,Visual,yes,no
eater__n,0,0,0.088132408,0.15932993,0,eater,n,Olfactory,yes,no
recoil__v,0,0,0.081540385,0,0.046415675,recoil,v,Gustatory,yes,no
directionless__a,-0.007452859,0.030089717,0,0,0.039124571,directionless,a,Haptic,yes,no
undersecretary__n,-0.017967561,0.085615669,0,0,-0.047223777,undersecretary,n,Auditory,yes,no
neck-and-neck__a,0.009283481,0,0,0,0.035865088,neck-and-neck,a,Haptic,yes,no
trot__n,0.038707432,0,0,0,0.037318569,trot,n,Visual,yes,no
conjure__v,-0.048743734,-0.074054709,0.020181181,0,-0.065019856,conjure,v,Gustatory,yes,no
dilemma__n,-0.003662022,-0.025337573,0.005279031,0,-0.005274131,dilemma,n,Gustatory,no,no
striped__a,0.09284204,-0.114251263,0.047458796,0,-0.02422661,striped,a,Visual,yes,no
meddle__v,0,-0.017459524,0,0,0.018664291,meddle,v,Haptic,yes,no
shotgun__n,0,0.007048823,-0.031954271,0,0.058599998,shotgun,n,Haptic,yes,no
shotgun__a,-0.037403416,0.031201894,0.037507457,0,0.010019578,shotgun,a,Gustatory,yes,no
pager__n,0.009886778,0.023658001,0,0,0.021617985,pager,n,Auditory,yes,no
coronation__n,0.009283481,0.047635999,0,0,0,coronation,n,Auditory,yes,no
humanistic__a,0.031690925,0,0.115992891,0,0,humanistic,a,Gustatory,yes,no
volcano__n,0,0,0.065886878,0.138441835,0.054657567,volcano,n,Olfactory,yes,no
afternoon__n,-2.78E-05,-0.022890084,-0.00961718,0.01907859,0.019863199,afternoon,n,Haptic,yes,no
tenuous__a,0.041086426,0.005585382,0,0,0,tenuous,a,Visual,yes,no
esteemed__a,0.017645135,-0.01267658,0,0,-0.030718524,esteemed,a,Visual,yes,no
prize-winning__a,-0.020218887,-0.015369822,0,0,-0.040938104,prize-winning,a,Gustatory,no,no
underlying__a,-0.033535827,-0.015654963,0.013060447,0,-0.02422661,underlying,a,Gustatory,yes,no
tinted__a,0.070896418,0.009807334,0.02533455,0,0,tinted,a,Visual,yes,no
exploration__n,-0.020957081,-0.074393046,0.000939989,0,-0.054623944,exploration,n,Gustatory,no,no
aversion__n,-0.017115156,0.007837094,-0.010867642,0,0,aversion,n,Auditory,no,no
tailor__n,0.013521972,0.032814935,0,0,-0.06201852,tailor,n,Auditory,yes,no
rumpled__a,0.069979672,-0.005317779,0.037476294,0,0,rumpled,a,Visual,yes,no
flamboyance__n,0.075594463,0.036544555,0,0,0,flamboyance,n,Visual,yes,no
occur__v,-0.027148726,0.029029968,-0.024728765,0,-0.043922914,occur,v,Auditory,yes,no
scoreless__a,-0.056742264,-0.029659489,0.02513757,0,0.04722267,scoreless,a,Haptic,yes,no
unilateral__a,0.014218718,0,0.047006127,0,0,unilateral,a,Gustatory,yes,no
ozone__n,-0.025979756,-0.023913573,0,0,-0.063228582,ozone,n,Gustatory,no,no
tack__v,-0.009726477,-0.020217406,0,0,0.048161814,tack,v,Haptic,yes,no
untested__a,-0.055437791,-0.00471136,0,0,0.017625175,untested,a,Haptic,yes,no
managed-care__a,-0.044632424,0.029604205,-0.010258295,0,-0.0460885,managed-care,a,Auditory,yes,no
tack__n,0.011747756,-0.072280732,0.058851211,0,0,tack,n,Gustatory,yes,no
nuance__n,-0.030749046,-0.041239975,-0.016136215,0.094893456,-0.004009855,nuance,n,Olfactory,yes,no
ketchup__n,-0.041111441,0,0.175902537,0,-0.086762878,ketchup,n,Gustatory,yes,no
precipice__n,0,0,0,0,0.088686388,precipice,n,Haptic,yes,no
supernova__n,-0.020816569,0.057392979,0,0,-0.022205432,supernova,n,Auditory,yes,no
ketchup__v,0,0,0.124329453,0,0.035865088,ketchup,v,Gustatory,yes,no
integrity__n,-0.014459896,0.017697795,-0.03825693,0,-0.007120927,integrity,n,Auditory,yes,no
liberalization__n,0,0,0.096020862,0,-0.005035245,liberalization,n,Gustatory,yes,no
flaw__n,0.008548091,-0.029020336,-0.059836314,0,-0.00197207,flaw,n,Visual,no,no
patently__r,0,0.009542516,0.052336589,0,0,patently,r,Gustatory,yes,no
gallup__n,0.044474624,-0.041948238,0,0,0,gallup,n,Visual,yes,no
juncture__n,0.005761074,0.016277932,0.042198183,0,0.004217611,juncture,n,Gustatory,yes,no
visibly__r,0.01624234,-0.010081082,0,0,0,visibly,r,Visual,yes,no
over-the-top__a,0.044711246,-0.061743769,0.008275807,0,-0.026848903,over-the-top,a,Visual,yes,no
hot-air__a,0,0,0,0,0.037318569,hot-air,a,Haptic,yes,no
oregon__n,0.020091697,0.009807334,0.02533455,0,0.055569763,oregon,n,Haptic,yes,no
careful__v,0,0.109903925,0,0,0,careful,v,Auditory,yes,no
latino__a,0.053430753,-0.044461563,-0.00166749,0,0,latino,a,Visual,yes,no
corridor__n,-0.007023411,0.013114857,-0.012868903,0,-0.043390269,corridor,n,Auditory,yes,no
fragrance__n,-0.004509113,-0.096920368,-0.05205531,0.30929549,-0.018569009,fragrance,n,Olfactory,yes,no
piquant__a,-0.069937136,-0.0799438,0.099964204,0.264282521,-0.071325998,piquant,a,Olfactory,yes,no
stagehand__n,0.057048883,-0.017459524,0,0,0.069397922,stagehand,n,Haptic,yes,no
chardonnay__n,0.000440993,0.007403973,-0.035844022,0,-0.044628833,chardonnay,n,Auditory,no,no
puddle__n,0.019123671,0,0.076756395,0,0.029022681,puddle,n,Gustatory,yes,no
project__v,0.006837331,-0.034803005,-0.055336493,0,-0.018235731,project,v,Visual,no,no
casting__n,0.019450227,-0.008264399,0.004252119,0,-0.065983865,casting,n,Visual,yes,no
project__n,-0.023852969,-0.002779737,-0.0586123,-0.09103602,-0.028082264,project,n,Auditory,no,no
calamity__n,0.03677176,0.004544543,0,0,0.052472444,calamity,n,Haptic,yes,no
disconnect__n,0.023466676,-0.006969664,0,0,0,disconnect,n,Visual,yes,no
print__v,0.011796282,-0.011841238,-0.086621858,-0.033349461,-0.050723135,print,v,Visual,yes,no
no-nonsense__a,0.021896014,-0.038997421,0.031185485,0,-0.017110039,no-nonsense,a,Gustatory,yes,no
above__a,-0.043921242,0.108023201,-0.113607192,0,-0.092401257,above,a,Auditory,yes,no
longtime__n,0,0.002596109,0.018318043,0,0.011453066,longtime,n,Gustatory,yes,no
print__n,0.013029816,-0.034769197,-0.055352207,-0.04017153,0.004764276,print,n,Visual,yes,no
outrageously__r,0,0,0.023548496,0.133506598,0,outrageously,r,Olfactory,yes,no
ship__n,-0.005514645,-0.004572706,-0.062913865,0,-0.007387673,ship,n,Olfactory,no,no
disconnect__v,-0.003822846,-0.033721857,0,0,0.010463541,disconnect,v,Haptic,yes,no
print__a,0,0,0,0,0.092780202,print,a,Haptic,yes,no
above__r,0.062640211,-0.021194902,-0.023737934,0,0.002085136,above,r,Visual,yes,no
longtime__a,-0.051032748,0.027089359,-0.030370689,0,0.006792253,longtime,a,Auditory,yes,no
bourgeoisie__n,0.023466676,0,0.0745822,0.221120023,0,bourgeoisie,n,Olfactory,yes,no
tone__n,0.132282011,-0.03854821,-0.043828363,-0.088487194,-0.053747182,tone,n,Visual,yes,no
self-doubt__n,0.036805779,-0.021060143,0,0,-0.012442341,self-doubt,n,Visual,yes,no
low-wage__a,-0.043655051,0,-0.010867642,0,0,low-wage,a,Auditory,no,no
hundred__n,-0.03315357,-0.022284264,-0.045770051,-0.126394174,-0.01190878,hundred,n,Haptic,no,no
playground__n,-0.007023411,0.019627709,0.008605142,0,-0.030201658,playground,n,Auditory,yes,no
apologetically__r,0.046551219,0.036544555,0,0,0,apologetically,r,Visual,yes,no
psychiatric__a,0.003662175,-0.028827177,0,0,0.029192333,psychiatric,a,Haptic,yes,no
changeup__n,0.02769195,-0.021235333,-0.008953284,0,0.055779007,changeup,n,Haptic,yes,no
arch__n,-0.011588402,-0.006602752,-0.02442636,0,0.02708505,arch,n,Haptic,yes,no
thump__n,0,0.095617241,0,0,0,thump,n,Auditory,yes,no
clomipramine__n,0,0,0.118431102,0,0,clomipramine,n,Gustatory,yes,no
nothing__n,-0.013873272,0.031170848,0.005159909,-0.033394224,-0.012980843,nothing,n,Auditory,yes,no
denounce__v,-0.020396559,0.002272803,-0.022148183,0,-0.046122976,denounce,v,Auditory,no,no
thump__v,-0.043655051,0.032475697,0.079164964,0,0.052085205,thump,v,Gustatory,yes,no
centrist__a,0.029486662,-0.038503354,0,0,-0.008714867,centrist,a,Visual,yes,no
centrist__n,0.059022499,0,0,0,-0.003819622,centrist,n,Visual,yes,no
arch__v,0.080128811,0,0,0,0,arch,v,Visual,yes,no
water__v,0,0.023889779,-0.000863526,0,0.033384102,water,v,Haptic,yes,no
privately__r,-0.056810634,-0.001900053,-0.096325832,0,0.043017246,privately,r,Haptic,yes,no
decrease__v,0.014999394,-0.009481576,-0.026649692,0,-0.074304631,decrease,v,Visual,yes,no
water__n,-0.000851505,-0.051324208,0.062701297,0.056454185,0.025375024,water,n,Gustatory,yes,no
decrease__n,-0.017002278,-0.005109474,0.044316755,0.136608275,-0.050799017,decrease,n,Olfactory,yes,no
derisively__r,0.053309981,0,0,0,0.003300023,derisively,r,Visual,yes,no
frequency__n,-0.004140429,-0.003891661,-0.031056069,0,-0.044655344,frequency,n,Olfactory,no,no
allied__a,0,-0.054410968,0,0,0.066936513,allied,a,Haptic,yes,no
smolder__v,-0.071369346,-0.055882924,-0.038581937,0,0.09939672,smolder,v,Haptic,yes,no
revue__n,0.000401777,0,0.054869375,0,0,revue,n,Gustatory,yes,no
angrier__a,0.033224581,0.038919442,0,0,0.048097281,angrier,a,Haptic,yes,no
activate__v,-0.036428511,-0.002480117,0.03327585,0,0.028352717,activate,v,Gustatory,yes,no
diamondbacks__n,-0.027586029,-0.034130647,0.017935687,0.001288916,0.043267449,diamondbacks,n,Haptic,yes,no
excitedly__r,0.025343722,0.043514065,0,0,0,excitedly,r,Auditory,yes,no
teleconference__n,-0.03687681,0.050058542,0,0,0.008276672,teleconference,n,Auditory,yes,no
amarone__n,0.061102728,0,0,0,0,amarone,n,Visual,yes,no
finish__n,0.017319438,-0.051166408,0.012310276,0.077561761,0.000761176,finish,n,Olfactory,yes,no
formaldehyde__n,0.038850654,0,0,0,-0.022821663,formaldehyde,n,Visual,yes,no
finish__v,-0.034867796,-0.021363427,0.024308501,-0.050077357,0.007371634,finish,v,Gustatory,yes,no
flamboyant__a,0.0473706,-0.038484944,0,0,0.015698581,flamboyant,a,Visual,yes,no
filmmaking__n,-0.0151696,-0.044845194,-0.027842249,0,0,filmmaking,n,Olfactory,no,no
coast__a,0.002211947,-0.008445011,0.000869309,0,0,coast,a,Visual,no,no
overpay__v,0.039664066,-0.033783509,0,0,0,overpay,v,Visual,yes,no
politico__n,0,0.056215009,0,0,0.01496375,politico,n,Auditory,yes,no
feckless__a,0,0,0.037476294,0,0,feckless,a,Gustatory,yes,no
across-the-board__a,-0.016375454,-0.058488365,0.150601401,0,-0.068276297,across-the-board,a,Gustatory,yes,no
mate__v,0,0.004212054,0.129654266,0,0,mate,v,Gustatory,yes,no
even__r,-0.003195558,-0.024159432,-0.015177509,-0.039464556,-0.008858505,even,r,Visual,no,no
hog__v,0.02815316,0,0,0,0.026725755,hog,v,Visual,yes,no
international__a,-0.028433052,-0.026176203,-0.067070198,-0.114776978,-0.024603098,international,a,Haptic,no,no
hog__n,-0.05032562,-0.002892792,0.058759804,0,-0.017434949,hog,n,Gustatory,yes,no
mate__n,0.022367024,-0.00360508,-0.07133237,0,0.007016852,mate,n,Visual,yes,no
hardship__n,-0.0261952,-0.007700288,0,0,0.002085136,hardship,n,Haptic,no,no
storyteller__n,0.015341109,-0.043112359,0,0,0,storyteller,n,Visual,yes,no
succession__n,-0.104244599,-0.05668993,0.013060447,0,0.027521298,succession,n,Haptic,yes,no
cancellation__n,-0.06697686,-0.032314899,0.012550159,0,0.016433305,cancellation,n,Haptic,yes,no
